Neighbourhood Cleansed,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Amenities,Price,Guests Included,Extra People,Price_log
Numancia,Apartment,Entire home/apt,8,1.0,3.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",85.0,4,30,4.454347296253507
Valdemarín,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,410.0,1,0,6.018593214496234
Aravaca,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Heating,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace",42.0,1,10,3.7612001156935624
Cármenes,Condominium,Entire home/apt,4,2.0,2.0,4.0,Real Bed,"TV,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Iron,Laptop friendly workspace",35.0,2,15,3.58351893845611
Puerta del Angel,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Kitchen,Free parking on premises,Gym,Elevator in building,Heating,Washer",12.0,1,5,2.5649493574615367
Puerta del Angel,Apartment,Private room,6,2.0,1.0,8.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,1,15,3.044522437723423
Puerta del Angel,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials",49.0,1,0,3.912023005428146
Puerta del Angel,Apartment,Entire home/apt,7,1.0,2.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry",100.0,4,15,4.61512051684126
Puerta del Angel,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron",42.0,1,0,3.7612001156935624
Puerta del Angel,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron",50.0,3,10,3.9318256327243257
Puerta del Angel,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",50.0,3,15,3.9318256327243257
Puerta del Angel,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",43.0,2,15,3.784189633918261
Lucero,Dorm,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Wheelchair accessible,Smoking allowed,Doorman,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating",50.0,1,0,3.9318256327243257
Aluche,Apartment,Shared room,1,1.0,1.0,8.0,Real Bed,"Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Free parking on street,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",10.0,1,0,2.3978952727983707
Aluche,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Smoking allowed,Elevator in building,First aid kit,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",28.0,1,0,3.367295829986474
San Isidro,Apartment,Private room,2,0.0,1.0,2.0,Real Bed,"Internet,Kitchen,Heating,Washer",25.0,1,0,3.258096538021482
Campamento,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",60.0,2,0,4.110873864173311
Campamento,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Smoking allowed,Heating,Washer,First aid kit,Essentials,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",18.0,1,0,2.9444389791664403
Cuatro Vientos,House,Private room,2,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",18.0,1,12,2.9444389791664403
Aguilas,Tent,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo",25.0,1,6,3.258096538021482
Comillas,Apartment,Private room,2,0.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",25.0,1,25,3.258096538021482
Comillas,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,1,10,3.044522437723423
Vista Alegre,Apartment,Entire home/apt,4,1.0,3.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",50.0,2,15,3.9318256327243257
Los Rosales,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",14.0,1,5,2.70805020110221
Casco Histórico de Vallecas,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",50.0,1,0,3.9318256327243257
Casco Histórico de Vicálvaro,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Cable TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Fire extinguisher,Essentials,Laptop friendly workspace",20.0,1,20,3.044522437723423
Simancas,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",55.0,2,25,4.02535169073515
Simancas,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Air conditioning,Pets allowed,Family/kid friendly",13.0,1,8,2.639057329615259
Alameda de Osuna,Boat,Private room,10,,1.0,,Real Bed,,100.0,1,0,4.61512051684126
Aeropuerto,House,Private room,1,1.0,1.0,1.0,Real Bed,"Internet,Washer",64.0,1,0,4.174387269895637
Aeropuerto,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Pets allowed,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",38.0,1,0,3.6635616461296463
El Plantío,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Pool,Kitchen,Free parking on premises,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Shampoo",45.0,1,15,3.828641396489095
Ventas,Other,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Washer,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,15,3.258096538021482
Ventas,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Heating,Washer,Essentials",20.0,1,0,3.044522437723423
Ventas,House,Entire home/apt,5,1.0,3.0,4.0,Real Bed,"TV,Wireless Internet,Air conditioning,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Heating,Washer,Essentials,Shampoo",49.0,1,0,3.912023005428146
Ventas,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",16.0,1,8,2.833213344056216
Pueblo Nuevo,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Heating,Washer,First aid kit,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,10,3.258096538021482
Quintana,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Iron",60.0,3,15,4.110873864173311
Quintana,Apartment,Entire home/apt,4,1.0,3.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers",60.0,1,0,4.110873864173311
Concepción,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",19.0,1,5,2.995732273553991
Concepción,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,"TV,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",47.0,1,5,3.8712010109078907
Concepción,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49",11.0,1,0,2.4849066497880004
Concepción,Apartment,Private room,1,0.5,1.0,1.0,Real Bed,"Wireless Internet,Pets allowed,Elevator in building,Heating,Family/kid friendly,24-hour check-in,Laptop friendly workspace,translation missing: en.hosting_amenity_50",60.0,1,20,4.110873864173311
Concepción,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Essentials,Shampoo",18.0,1,0,2.9444389791664403
San Juan Bautista,Apartment,Entire home/apt,4,1.0,3.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",90.0,4,25,4.51085950651685
Costillares,Bed & Breakfast,Private room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet,Pool,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Essentials",29.0,1,0,3.4011973816621555
Palomas,Guesthouse,Private room,4,1.0,1.0,4.0,Real Bed,"TV,Wireless Internet,Pool,Elevator in building,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers",65.0,1,0,4.189654742026425
Pinar del Rey,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Free parking on premises,Suitable for events,Washer,First aid kit,24-hour check-in,translation missing: en.hosting_amenity_50",15.0,1,5,2.772588722239781
Pinar del Rey,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private entrance",89.0,1,0,4.499809670330265
San Andrés,Apartment,Entire home/apt,4,2.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",46.0,2,15,3.8501476017100584
San Andrés,Apartment,Entire home/apt,4,2.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",44.0,2,12,3.8066624897703196
San Cristobal,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets live on this property,Heating,Washer,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",10.0,1,0,2.3978952727983707
Manacor,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"TV,Kitchen,Washer,Essentials,Shampoo,Hair dryer",45.0,1,15,3.828641396489095
Chopera,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Heating,Smoke detector,Essentials,Shampoo",19.0,2,19,2.995732273553991
Chopera,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hair dryer,Iron",50.0,2,10,3.9318256327243257
Chopera,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron",50.0,1,0,3.9318256327243257
Chopera,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",25.0,1,0,3.258096538021482
Chopera,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron",28.0,1,8,3.367295829986474
Legazpi,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials",58.0,1,0,4.07753744390572
Delicias,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry",75.0,4,10,4.330733340286331
Delicias,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Elevator in building,Family/kid friendly,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49",30.0,2,15,3.4339872044851463
Delicias,Bed & Breakfast,Private room,2,0.5,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",23.0,1,15,3.1780538303479458
Palos de Moguer,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,"TV,Wireless Internet,Wheelchair accessible,Doorman,Elevator in building,Heating,First aid kit",22.0,1,0,3.1354942159291497
Palos de Moguer,Condominium,Entire home/apt,4,1.0,2.0,2.0,Pull-out Sofa,"TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",70.0,2,15,4.2626798770413155
Palos de Moguer,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Washer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",28.0,1,15,3.367295829986474
Palos de Moguer,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",45.0,1,0,3.828641396489095
Palos de Moguer,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",72.0,2,15,4.290459441148391
Palos de Moguer,House,Private room,2,1.5,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Washer,First aid kit,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35.0,1,10,3.58351893845611
Palos de Moguer,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo",75.0,2,10,4.330733340286331
Sol,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",85.0,2,12,4.454347296253507
